#bin real      d_real     imag       d_imag
0    0.7372    0.04874    0          0
1    0.9993    0.001212   0.02807    0.02465
2    1.284     0.06388    0.28       0.06207
3    1.446     0.1303     1.669      0.0733
4   -0.8183    0.08154    1.806      0.09443
5   -0.4336    0.04402    0.7853     0.04786
6   -0.2264    0.04154    0.2637     0.03234
7   -0.2389    0.06409    0.162      0.0971
